Id,Label,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,giantcomponent
643,geometrie,4,0.474232,0.485632,0.180399,0,0
644,erkennbar,4,0.477545,0.489812,3.684674,0,0
645,hinschauen,4,0.473762,0.486677,2.144269,0,0
646,person,6,0.414552,0.434762,0,15,0
647,darausen,4,0.478739,0.489638,0,2,0
648,merken,4,0.471429,0.481801,0,2,0
649,umfeld,4,0.471661,0.484413,29.863927,3,0
650,normal,4,0.469809,0.480582,0.161494,0,0
651,schau,5,0.344865,0.356966,61.769011,9,0
652,betreiben,4,0.470501,0.481104,0.114493,0,0
653,weiss,4,0.471661,0.482672,1.22913,0,0
654,heisst,6,0.309246,0.317304,0,6,0
655,come,4,0.473762,0.485284,0.28802,0,0
656,kanäle,4,0.478979,0.49016,0,0,0
657,una,4,0.473762,0.484936,0,0,0
658,finsternis,4,0.474938,0.485806,1.461674,0,0
659,füssen,4,0.472593,0.48302,0,0,0
660,monat,4,0.472826,0.483194,0,0,0
661,ereignisse,4,0.474702,0.485632,2.573824,0,0
662,beeinträchtigungen,4,0.474232,0.485284,0.03125,0,0
663,schlecht,6,0.421687,0.441633,0,6,0
664,sicht,4,0.481631,0.494862,9.229488,1,0
665,ne,6,0.331978,0.34398,0,5,0
666,gebären,4,0.390772,0.409265,28.708981,2,0
667,daher,5,0.349909,0.361668,1.101455,4,0
668,erzeugen,4,0.470501,0.483194,61.071189,5,0
669,materie,4,0.483578,0.495559,10.764885,1,0
670,malten,4,0.4785,0.491205,13.9025,1,0
671,präsentieren,4,0.472126,0.48511,165.413178,4,0
672,dementsprechend,4,0.477069,0.487722,7.534861,0,0
673,kaiser,7,0.293106,0.300596,0,16,0
674,infokrieger,7,0.311161,0.31935,0.291667,15,0
675,fernstudiums,6,0.414376,0.434422,0,15,0
676,damals,0,0,0,0,10,5
677,bereinigung,6,0.420691,0.440697,0,15,0
678,wegen,4,0.478739,0.489986,0,1,0
679,wahres,4,0.482846,0.494688,205.583441,0,0
680,remember,4,0.466374,0.477273,0,0,0
681,zerstörung,7,0.30582,0.313347,0,8,0
682,namen,4,0.468888,0.480582,0,1,0
683,ergreifen,6,0.414376,0.434422,0,15,0
684,shop,4,0.469578,0.480059,0,0,0
685,veröffentlichen,4,0.479699,0.490683,0,0,0
686,maxwell,4,0.470965,0.481801,0,0,0
687,spät,4,0.477307,0.487896,0,0,0
688,hintergrund,4,0.474702,0.48598,63.839846,4,0
689,heute,6,0.416313,0.436207,0,5,0
690,sekunde,5,0.338881,0.348415,1.798417,5,0
691,zweitausend,4,0.382036,0.401254,6.720139,5,0
692,künstlich,4,0.47027,0.481627,0.927887,2,0
693,kind,4,0.484557,0.496256,4.515438,0,0
694,bewusst,1,1,1,0,296,6
695,grösst,4,0.471661,0.482672,0,1,0
696,lingen,4,0.471429,0.482149,0.92945,0,0
697,manipuliert,4,0.469809,0.481278,39.901323,0,0
698,somit,4,0.477545,0.489115,0,1,0
699,wahrhaftig,4,0.472593,0.483368,2.010653,0,0
700,befinden,4,0.473762,0.484239,0.9502,0,0
701,zuvor,4,0.481388,0.492947,0.080185,0,0
702,woche,6,0.420962,0.44091,0,5,0
703,scheinbar,4,0.470501,0.480756,0,0,0
704,siehst,4,0.473762,0.484936,4.779016,0,0
705,wahrheitsfindung,4,0.479699,0.491379,0.606729,2,0
706,stechen,6,0.352201,0.368639,0,6,0
707,genug,4,0.480422,0.490857,0,1,0
708,hart,4,0.467742,0.479014,0,3,0
709,mache,6,0.414552,0.434762,1959,35,0
710,wandel,7,0.295403,0.303015,1959,24,0
711,strukturen,6,0.415254,0.435612,0,15,0
712,wege,6,0.414639,0.435017,167.068136,6,0
713,überall,4,0.47306,0.484065,3.290697,0,0
714,chance,4,0.469348,0.480582,829.526235,3,0
715,antwort,6,0.415078,0.4354,1959,25,0
716,sache,6,0.415695,0.435995,1959,1,0
717,spirituellen,5,0.368928,0.385179,0.071429,8,0
718,how,6,0.355652,0.372798,0.596047,3,0
719,ändern,4,0.32342,0.330721,1303.825774,8,0
720,up,4,0.472359,0.484239,3.9077,0,0
721,meist,4,0.471196,0.481975,18.308235,0,0
722,vermeintlich,4,0.480905,0.492947,1.189197,0,0
723,versklaven,6,0.414376,0.434422,0,15,0
724,verurteilen,4,0.47541,0.4872,0.314473,0,0
725,werben,4,0.467742,0.478666,0,0,0
726,verbinden,6,0.414376,0.434422,0,15,0
727,hass,4,0.480905,0.492947,0,0,0
728,bauen,4,0.47027,0.48093,0.055556,0,0
729,erinnerung,1,1,1,0,1182,7
730,bedient,7,0.309441,0.317819,0.2,18,0
731,gestalten,4,0.469578,0.480059,0,0,0
732,jahrhunderten,6,0.416844,0.436828,0,10,0
733,system,0,0,0,0,11,8
734,ground,7,0.303782,0.311042,0,15,0
735,one,5,0.393827,0.41348,131.74468,9,0
736,verantwortung,5,0.347495,0.357924,0.677376,3,0
737,worum,4,0.473294,0.484239,0.41131,3,0
738,entsprechen,4,0.469118,0.480408,0.094266,1,0
739,fehlen,4,0.472826,0.483891,2.44125,0,0
740,schwächen,6,0.42024,0.440272,0,15,0
741,unwesen,1,1,1,0,1538,9
742,are,6,0.36856,0.388376,0.116923,5,0
743,believe,4,0.468658,0.480059,0.640385,6,0
744,long,4,0.470965,0.482149,0,0,0
745,verfolgen,4,0.473997,0.484761,71.790603,0,0
746,zeitpunkt,4,0.474938,0.485458,0,0,0
747,it,4,0.468888,0.480233,0,0,0
748,dimension,4,0.467285,0.478318,0.769141,0,0
749,seide,6,0.41649,0.436803,0,6,0
750,ewigkeit,4,0.471893,0.483194,1.761853,1,0
751,pakt,7,0.304395,0.311978,0.291667,3,0
752,entwicklungsweg,4,0.481146,0.492773,14.289411,0,0
753,technologien,4,0.480905,0.493643,0.540569,0,0
754,job,6,0.41988,0.439762,0,5,0
755,suppe,4,0.467057,0.478144,0.734499,0,0
756,später,5,0.339362,0.348328,2.247157,3,0
757,kampf,4,0.472593,0.483716,0,1,0
758,mama,4,0.473294,0.484587,0.251893,0,0
759,begriff,4,0.466602,0.477795,0.258322,8,0
760,dankbar,1,1,1,0,761,10
761,geholfen,6,0.414464,0.434677,0,17,0
762,imm,4,0.473294,0.483542,0,0,0
763,irgendwas,4,0.476594,0.489464,1143.564927,4,0
764,w,5,0.322874,0.327168,0,4,0
765,ra,4,0.466602,0.477795,0,2,0
766,fehlleitung,4,0.470039,0.481104,0.328733,0,0
767,konzentration,6,0.414552,0.434762,0,15,0
768,ernst,4,0.468658,0.479711,0,0,0
769,abzugleichen,4,0.480422,0.49225,0.132679,0,0
770,weisst,4,0.4785,0.490509,2.402547,3,0
771,vollständigkeit,4,0.4682,0.479014,0,0,0
772,bibel,6,0.41543,0.435612,0,15,0
773,täglich,4,0.478022,0.489115,0,2,0
774,herauszufinden,4,0.4682,0.479711,0.60031,1,0
775,tech,4,0.467285,0.478318,0,0,0
776,hm,4,0.476831,0.487896,2.534709,0,0
777,schöpfen,6,0.41543,0.435782,0.311552,15,0
778,rhabarber,4,0.380517,0.397423,0,1,0
779,zaun,6,0.356105,0.373452,0,6,0
780,hinschaue,4,0.472593,0.483716,0.098824,0,0
781,manchmal,4,0.475883,0.487548,103.077829,3,0
782,theorie,1,1,1,0,416,11
783,alleine,6,0.421868,0.441361,0,15,0
784,gebe,4,0.472126,0.48302,1.609167,0,0
785,hierherkommen,6,0.369184,0.388759,2.680769,5,0
786,paar,6,0.41988,0.439762,0,5,0
787,reagieren,5,0.328979,0.335528,6.467166,8,0
788,selbstverantwortung,6,0.414815,0.435017,0,6,0
789,transportieren,4,0.467285,0.477969,0,5,0
790,umgehen,6,0.356558,0.373656,0,6,0
791,beginnen,4,0.474702,0.48598,0,1,0
792,g,5,0.340206,0.34939,6.549515,3,0
793,entlarven,4,0.39759,0.41658,0,1,0
794,genauso,4,0.416812,0.435911,33.16674,5,0
795,p,4,0.467971,0.479537,1.411854,0,0
796,story,6,0.414376,0.434422,0,15,0
797,oft,4,0.466829,0.477969,0.142857,0,0
798,umso,6,0.414815,0.435017,0,15,0
799,sage,4,0.472359,0.483542,0,0,0
800,we,4,0.469578,0.480408,0,0,0
801,angewandt,4,0.473997,0.484413,0,0,0
802,intuitiv,4,0.473294,0.484587,0,1,0
803,kommt,4,0.468658,0.480059,1.589719,0,0
804,vorher,6,0.414376,0.434422,0,15,0
805,eva,5,0.348761,0.359039,0.619466,9,0
806,zweifel,5,0.399749,0.41914,0,1,0
807,betrogen,6,0.414639,0.434847,0,15,0
808,konditioniert,7,0.270419,0.278795,1959,12,0
809,abzuhalten,1,1,1,0,1123,12
810,freundin,7,0.312102,0.320353,52.732654,31,0
811,lachen,4,0.467285,0.478318,0.071429,0,0
812,emotion,4,0.469578,0.480059,0,2,0
813,beeinträchtigung,4,0.4785,0.490509,0.183612,0,0
814,glück,4,0.474467,0.485458,0.587142,0,0
815,blau,4,0.47027,0.481278,0.045455,0,0
816,böse,4,0.473294,0.483542,0.910063,2,0
817,gedenken,6,0.362158,0.379983,0,15,0
818,indigo,8,0.232063,0.235787,0,33,0
819,internet,4,0.480663,0.492773,9.473873,8,0
820,vorbei,4,0.483089,0.495385,0.297647,1,0
821,rede,4,0.465693,0.477099,0.483333,0,0
822,vertreiben,6,0.342239,0.356514,4.033333,3,0
823,laune,4,0.478022,0.489115,0.271579,0,0
824,annehmen,4,0.477545,0.489115,0.231047,1,0
825,ziehen,7,0.301353,0.308964,0,6,0
826,zusammen,4,0.471429,0.482149,2.178711,1,0
827,dagewesen,4,0.470501,0.481104,0,3,0
828,existenz,4,0.471893,0.482149,0,0,0
829,greifen,4,0.468658,0.479363,0,1,0
830,hut,6,0.414464,0.434677,0,15,0
831,stück,6,0.41499,0.435145,0,12,0
832,unterschiedlich,6,0.414376,0.434422,0,15,0
833,verbergen,4,0.471661,0.484065,215.481691,0,0
834,aspekt,4,0.47306,0.483716,0,2,0
835,enthalten,6,0.416755,0.437058,1959,15,0
836,wohin,4,0.478022,0.489812,0.026316,1,0
837,zwanzig,4,0.475883,0.4872,2.938629,0,0
838,ziel,4,0.477307,0.487896,0,0,0
839,tot,4,0.483822,0.495385,0,0,0
840,gefühl,4,0.468429,0.479885,1.099683,0,0
841,reise,4,0.472359,0.482846,0,0,0
842,fünfzehn,4,0.475174,0.486677,0.079901,0,0
843,ausgehen,5,0.33485,0.341536,2.089289,2,0
844,la,6,0.414552,0.434762,0,6,0
845,österreich,6,0.414639,0.435017,0.107143,5,0
846,michael,7,0.306777,0.314095,0,6,0
847,eingehen,7,0.304442,0.311927,0,14,0
848,book,4,0.472126,0.48302,0.808102,1,0
849,schöpfung,6,0.315214,0.323452,0,10,0
850,geschuldet,6,0.416313,0.436207,0,5,0
851,teile,4,0.477783,0.488593,0,0,0
852,antworten,4,0.478261,0.489289,6.986325,0,0
853,thematik,4,0.473294,0.483891,0,0,0
854,bücher,4,0.477307,0.489289,2.712512,1,0
855,jemals,8,0.230778,0.234541,0,34,0
856,mark,6,0.327759,0.338121,0,6,0
857,dankeschön,4,0.470965,0.481104,0,0,0
858,conrad,4,0.484557,0.497997,916.091604,0,0
859,modell,5,0.402778,0.422274,0.034397,5,0
860,affe,4,0.468658,0.480408,0,0,0
861,dahin,6,0.41988,0.439762,0,15,0
862,komplett,6,0.415518,0.435655,0,15,0
863,seminaren,6,0.414639,0.435017,0,9,0
864,maschine,6,0.414376,0.434422,0,15,0
865,meinung,4,0.470965,0.481452,0,0,0
866,begegnen,6,0.417376,0.437611,0,15,0
867,beibringen,4,0.471661,0.482323,0,0,0
868,gelten,4,0.469578,0.480059,0,0,0
869,geteilt,6,0.414903,0.435272,0,15,0
870,leicht,6,0.41988,0.439762,0,5,0
871,obwohl,4,0.473762,0.484936,2.485403,0,0
872,richtigen,4,0.469809,0.480233,0,0,0
873,sag,5,0.256019,0.261233,1.596825,8,0
874,schaden,7,0.314354,0.323712,0,15,0
875,verkaufen,6,0.357664,0.375187,0,6,0
876,drin,7,0.296296,0.304035,1.272222,31,0
877,zulassen,7,0.293589,0.301192,0,15,0
878,schwierig,4,0.471661,0.481975,0,0,0
879,no,4,0.322439,0.328631,308.246521,8,0
880,nächste,4,0.471196,0.481627,0,0,0
881,unten,4,0.473997,0.484761,0.926498,5,0
882,oh,5,0.367935,0.38396,14.044762,3,0
883,polizei,4,0.475883,0.486851,0,0,0
884,hingehen,4,0.471661,0.483368,187.543682,0,0
885,tages,6,0.415166,0.435527,0,15,0
886,webinar,0,0,0,0,14,13
887,legen,6,0.375263,0.395451,58.214975,15,0
888,läng,4,0.470733,0.481278,0,0,0
889,jo,4,0.471893,0.483542,25.891856,0,0
890,video,6,0.352899,0.369711,0,6,0
891,zuzulassen,6,0.352138,0.36869,0,6,0
892,auge,6,0.414903,0.435102,0,14,0
893,siebzehn,1,1,1,0,921,14
894,game,4,0.473997,0.48598,0.960656,1,0
895,sohle,6,0.414815,0.435187,0.8,5,0
896,merkel,4,0.470501,0.482497,0.023256,1,0
897,krieger,4,0.476594,0.487722,426.276161,0,0
898,erkenne,4,0.471196,0.481627,1.683881,0,0
899,entstanden,4,0.472126,0.484065,0.217979,0,0
900,wähler,4,0.476356,0.488245,1.805387,0,0
901,millionen,4,0.47306,0.483716,0.187123,0,0
902,ums,4,0.473294,0.484239,0,1,0
903,ablehnen,6,0.414376,0.434422,0,15,0
904,ok,4,0.469348,0.480582,2.185083,0,0
905,emotional,4,0.471429,0.481452,0,0,0
906,dahern,4,0.473294,0.483542,0,0,0
907,hierher,4,0.470039,0.481452,0,0,0
908,absoluten,4,0.468888,0.479885,0,0,0
909,betrüger,4,0.470965,0.481104,0,0,0
910,yoga,4,0.470733,0.48093,0,0,0
911,aufzeigen,4,0.474702,0.486677,177.482859,2,0
912,bereit,6,0.414639,0.434847,0,15,0
913,bewegen,5,0.333101,0.340927,5.392705,9,0
914,erbe,8,0.237116,0.241079,0,18,0
915,fülle,4,0.476831,0.488593,0.213163,0,0
916,nien,7,0.33181,0.344172,2.490988,15,0
917,sichtbar,5,0.367512,0.383177,21.753291,9,0
918,wahrscheinlich,4,0.4785,0.49016,1.138286,1,0
919,frequenz,6,0.371634,0.391522,0,5,0
920,übermorgen,6,0.308467,0.31608,4.785733,10,0
921,baby,7,0.317358,0.326816,0.136111,5,0
922,glaub,4,0.470733,0.481975,0,0,0
923,doktor,5,0.347368,0.358185,0.23824,5,0
924,verhalten,6,0.414552,0.434762,0,15,0
925,quelle,4,0.473997,0.485806,203.934027,1,0
926,richtung,4,0.468888,0.479537,0.038719,2,0
927,sklaven,5,0.256019,0.261233,1.596825,8,0
928,jahrzehnten,6,0.416224,0.436335,0,15,0
929,network,4,0.475883,0.4872,0.018868,1,0
930,from,5,0.403457,0.423494,12.224808,8,0
931,morning,6,0.414376,0.434422,0,15,0
932,right,4,0.480181,0.491031,0,0,0
933,tut,4,0.472593,0.483368,0,0,0
934,müsst,6,0.414552,0.434932,0.111111,6,0
935,interesse,4,0.471661,0.481975,0,0,0
936,vorhand,4,0.465467,0.476924,1.033333,0,0
937,zwölf,6,0.416667,0.436973,0,15,0
938,seiten,6,0.414552,0.434762,0,15,0
939,z,6,0.414376,0.434422,0,15,0
940,hitler,6,0.414464,0.434677,0,10,0
941,berichtet,6,0.365672,0.384685,0,6,0
942,ereignissen,6,0.415078,0.435272,0,15,0
943,planet,7,0.309686,0.318338,5.128518,10,0
944,hast,6,0.415871,0.436165,0,10,0
945,lächeln,5,0.426851,0.445437,1.034289,3,0
946,bezeichnen,6,0.41711,0.436913,3916,0,0
947,anunnaki,5,0.406025,0.42567,1.414081,0,0
948,ausserirdischer,4,0.465467,0.476924,0.111111,0,0
949,fassade,7,0.30205,0.309384,0,15,0
950,chakra,6,0.41988,0.439762,0,5,0
951,rückmeldungen,4,0.47027,0.480582,0,0,0
952,informieren,6,0.41988,0.439762,0,5,0
953,übersehen,6,0.368352,0.387781,0,5,0
954,operation,4,0.480422,0.492947,151.995175,5,0
955,langeweile,4,0.476594,0.487722,1.488427,1,0
956,form,7,0.295537,0.303173,0,6,0
957,over,6,0.342358,0.356684,0,3,0
958,weile,6,0.41499,0.435187,0,10,0
959,leute,4,0.471893,0.483194,1.920107,1,0
960,verschieden,6,0.352899,0.369711,0,6,0
961,schatz,6,0.415518,0.435655,0,15,0
962,öffentlichkeit,7,0.293457,0.301277,0,12,0
963,vielmehr,5,0.33287,0.340143,2.158509,9,0
964,geheim,0,0,0,0,15,15
965,aktuell,1,1,1,0,35,16
966,gemeinschaft,1,1,1,0,283,17
967,gäbe,1,1,1,0,369,18
968,längst,6,0.327869,0.339107,0,15,0
969,plan,4,0.468888,0.479885,0,0,0
970,ernsthaft,6,0.414552,0.434762,1959,19,0
971,haut,4,0.466602,0.477795,5.441253,0,0
972,atlantis,6,0.414376,0.434422,0,15,0
973,theresa,6,0.414376,0.434422,0,15,0
974,schule,6,0.414376,0.434422,0,15,0
975,bagan,4,0.469578,0.480059,0.056136,0,0
976,land,6,0.415783,0.43608,0,15,0
977,lampe,4,0.47541,0.485806,0,0,0
978,kämpfen,6,0.414376,0.434422,0,15,0
979,jahres,6,0.414552,0.434932,0.037037,15,0
980,woch,6,0.307114,0.314524,0,6,0
981,norm,7,0.30871,0.31685,0,10,0
982,verstand,6,0.416224,0.436335,0,15,0
983,luft,6,0.345314,0.360298,0.616667,3,0
984,aufzuzeigen,4,0.474232,0.484587,0,0,0
985,ausmacht,7,0.293106,0.300596,0,23,0
986,beschäftigen,4,0.472826,0.483542,2.831074,2,0
987,bestehen,6,0.414727,0.434889,0,15,0
988,impuls,7,0.300567,0.308092,0,6,0
989,je,6,0.414639,0.435017,0.666667,6,0
990,voll,4,0.467742,0.478666,0,0,0
991,weitesten,7,0.310274,0.318789,0,8,0
992,überhaupen,4,0.471893,0.482149,0,0,0
993,menschenleben,7,0.3229,0.332573,0,15,0
994,friends,4,0.469348,0.480233,0,0,0
995,nee,0,0,0,0,16,19
996,farm,6,0.415783,0.435808,0,6,0
997,prüfen,7,0.308419,0.316195,0,3,0
998,wissens,1,1,1,1,964,20
999,teilnehmer,9,0.187578,0.190435,0,31,0
1000,eintreten,6,0.415166,0.435315,0,14,0
1001,alien,6,0.416136,0.436293,0,6,0
1002,dankbarkeit,6,0.414376,0.434422,0,15,0
1003,auszusprech,6,0.414464,0.434677,0,8,0
1004,transparent,6,0.414376,0.434422,0,15,0
1005,bescheid,6,0.414464,0.434677,0,17,0
1006,darübern,4,0.480422,0.49225,0,1,0
1007,fassen,6,0.414376,0.434422,0,15,0
1008,never,6,0.414376,0.434422,0,15,0
1009,kontrolle,4,0.476119,0.486329,0,0,0
1010,erfüllen,4,0.467971,0.47884,0.281618,1,0
1011,beweisen,6,0.416136,0.436293,0,15,0
1012,dahingehend,6,0.414376,0.434422,0,15,0
1013,lasst,6,0.415871,0.435782,0,15,0
1014,ordnung,6,0.415871,0.435782,0,15,0
1015,go,6,0.415695,0.435663,720.071986,15,0
1016,vorbereiten,4,0.471429,0.481801,0.037037,0,0
1017,reich,6,0.416578,0.436675,0,15,0
1018,schweiz,6,0.416224,0.436335,0,15,0
1019,weltkrieg,7,0.297105,0.30501,0,12,0
1020,nachgedacht,7,0.30582,0.313347,0,8,0
1021,einzeln,7,0.295894,0.303479,0,12,0
1022,sieh,7,0.30949,0.317088,0,15,0
1023,gefangenschaft,5,0.407234,0.426019,0.180719,1,0
1024,mittel,4,0.472359,0.483194,0,0,0
1025,momente,4,0.467513,0.478144,0,0,0
1026,schlussendlich,4,0.471893,0.482497,0.025,0,0
1027,zweit,6,0.41988,0.439762,0,5,0
1028,intuition,4,0.37856,0.397161,24.216262,3,0
1029,worden,6,0.416667,0.436701,0,10,0
1030,jeglich,7,0.296207,0.304355,3916,36,0
1031,gelebt,7,0.293106,0.300596,0,20,0
1032,umzugehen,4,0.410026,0.429815,8.968763,9,0
1033,behaupten,4,0.4682,0.479014,0,0,0
1034,bestimmt,7,0.306825,0.314597,0,6,0
1035,darinen,8,0.20985,0.21383,1959,10,0
1036,drauf,6,0.414727,0.434932,0,15,0
1037,menschlich,7,0.31052,0.318814,0,10,0
1038,neidisch,6,0.333674,0.345757,0,6,0
1039,sozusagen,4,0.469348,0.480233,0,3,0
1040,umgeben,4,0.46592,0.477273,0,1,0
1041,befreien,6,0.341226,0.354702,0,6,0
1042,dadurch,4,0.475883,0.486851,0,1,0
1043,freuen,8,0.230778,0.234541,0,34,0
1044,aufgehört,4,0.472359,0.484936,550.938873,9,0
1045,abnehmen,6,0.334357,0.347687,0,5,0
1046,wow,7,0.301446,0.309546,0,5,0
1047,dringen,6,0.416933,0.437185,0,15,0
1048,englisch,4,0.470501,0.480756,0,0,0
1049,stein,8,0.228571,0.232705,0,36,0
1050,nochmalten,6,0.315214,0.32432,0,6,0
1051,erfinden,6,0.415783,0.435952,0,3,0
1052,big,7,0.315417,0.324061,0.08353,10,0
1053,babylon,6,0.327869,0.339107,0,15,0
1054,anwenden,6,0.414376,0.434422,0,15,0
1055,lenkung,4,0.472126,0.482672,0,0,0
1056,beschreibung,4,0.468429,0.47884,0,0,0
1057,etablieren,4,0.466829,0.477969,0,0,0
1058,momentan,6,0.41543,0.435527,0,15,0
1059,umgibt,6,0.414376,0.434422,0,15,0
1060,daraus,6,0.416755,0.436913,0,6,0
1061,wiss,6,0.414464,0.434677,0,5,0
1062,sechzehn,6,0.41988,0.439762,0,15,0
1063,l,6,0.414376,0.434422,0,15,0
1064,more,6,0.414464,0.434677,0,15,0
1065,benötigen,6,0.416048,0.436378,1484.941958,3,0
1066,verantwortlich,6,0.309979,0.317449,0,15,0
1067,geleg,7,0.320733,0.330234,0,15,0
1068,volk,7,0.313249,0.321655,0,15,0
1069,tausende,6,0.417376,0.437211,0,15,0
1070,sätze,7,0.298054,0.305571,0,6,0
1071,adresse,6,0.320681,0.330451,0,5,0
1072,erkenntnisweg,6,0.317152,0.326003,6.563435,10,0
1073,woher,5,0.334498,0.342581,4.984724,9,0
1074,mitreissen,7,0.330746,0.342973,0,15,0
1075,gefühlen,6,0.414464,0.434677,0,15,0
1076,verstanden,7,0.294029,0.301574,0,15,0
1077,essen,4,0.470501,0.480756,0.346823,0,0
1078,aussehen,6,0.41988,0.439762,0,5,0
1079,best,6,0.368352,0.387781,0,5,0
1080,rasant,6,0.41988,0.439762,0,5,0
1081,gestern,6,0.352265,0.368741,6.99329,6,0
1082,hund,5,0.346237,0.356183,0,3,0
1083,üblich,6,0.414552,0.434932,0,15,0
1084,treten,3,0.4682,0.478753,1.774182,0,0
1085,verfügung,4,0.470039,0.481104,0,8,0
1086,anzug,7,0.259054,0.265226,0,31,0
1087,harmonie,7,0.306777,0.314342,0,6,0
1088,gesetzmässigkeiten,4,0.469578,0.480059,0,4,0
1089,aufwachen,4,0.467285,0.478318,0,1,0
1090,gehe,6,0.359633,0.377355,0,6,0
1091,herkommen,7,0.307018,0.314648,0,3,0
1092,hoch,5,0.427996,0.447875,91.926816,9,0
1093,verführt,6,0.414464,0.434677,0,15,0
1094,wahren,6,0.355846,0.372304,0,15,0
1095,warten,7,0.294471,0.302012,1959,0,0
1096,weiterzugeben,4,0.411082,0.42999,593.425897,8,0
1097,wohnen,8,0.226904,0.23075,0,13,0
1098,home,7,0.310421,0.31833,0,15,0
1099,überlegen,4,0.471196,0.482323,0,8,0
1100,wunderbar,6,0.416136,0.436293,0,6,0
1101,wünschen,4,0.475883,0.486503,0,0,0
1102,gehabt,6,0.414376,0.434422,0,15,0
1103,stoppen,6,0.414727,0.435102,0.063583,15,0
1104,gegend,4,0.465467,0.476924,0.372024,0,0
1105,top,4,0.475883,0.486503,0,2,0
1106,jahr,6,0.414376,0.434422,0,15,0
1107,loszuwerden,6,0.416667,0.43693,0,8,0
1108,gesetz,4,0.469348,0.479885,0,0,0
1109,kriegen,6,0.414376,0.434422,0,15,0
1110,wiese,6,0.415783,0.435952,0,3,0
1111,wenigen,6,0.414376,0.434422,0,15,0
1112,voraus,6,0.416578,0.436718,0,6,0
1113,ergeben,4,0.468888,0.479537,0,2,0
1114,wortes,4,0.471893,0.482497,3.071091,0,0
1115,praxis,6,0.41988,0.439762,0,5,0
1116,werdet,6,0.339924,0.353129,0,15,0
1117,baht,4,0.471893,0.483194,0.688386,0,0
1118,projekte,4,0.465693,0.47675,0,0,0
1119,zukunft,0,0,0,0,17,21
1120,darin,7,0.265475,0.272906,5873,10,0
1121,offenbar,7,0.314354,0.323712,0,15,0
1122,zugang,5,0.332523,0.33875,0,2,0
1123,use,4,0.475174,0.48598,3.628294,3,0
1124,bad,4,0.468658,0.479363,0,1,0
1125,review,7,0.313801,0.32202,0,14,0
1126,beteiligen,6,0.320261,0.32943,0,8,0
1127,hause,6,0.414376,0.434422,0,15,0
1128,motorrad,6,0.414639,0.434847,0,10,0
1129,beenden,4,0.466147,0.477447,0.23125,0,0
1130,vermögen,6,0.417199,0.437041,0,15,0
1131,blick,6,0.334871,0.346956,0,15,0
1132,kaufen,6,0.334871,0.346956,0,15,0
1133,hilft,6,0.417376,0.437611,0,15,0
1134,schuld,5,0.436787,0.453884,0,2,0
1135,ab,6,0.369254,0.389014,0,5,0
1136,jugend,4,0.469809,0.480582,0,8,0
1137,erwerben,6,0.31365,0.321539,1959,7,0
1138,schwingungen,7,0.241231,0.24564,0,10,0
1139,fähigkeit,5,0.331371,0.339185,18.851341,9,0
1140,rechen,5,0.330228,0.337008,2.503028,0,0
1141,gefahr,1,1,1,0,2524,22
1142,umdrehen,4,0.466147,0.477795,299.912386,8,0
1143,back,5,0.409675,0.428196,13.593681,8,0
1144,out,7,0.302422,0.310183,0,5,0
1145,vorstellung,6,0.42006,0.440102,0,8,0
1146,alten,7,0.300567,0.308092,0,6,0
1147,danach,7,0.306825,0.314597,0,6,0
1148,täuschung,6,0.337233,0.349855,0,5,0
1149,technologisch,6,0.347579,0.362959,0,15,0
1150,hey,0,0,0,0,18,23
1151,holen,3,0.470501,0.481191,1500.174432,8,0
1152,irgendwann,6,0.355846,0.372304,0,15,0
1153,jedoch,7,0.310028,0.318619,0,8,0
1154,kontakt,6,0.348011,0.363537,0,8,0
1155,soweit,5,0.399249,0.418008,0,2,0
1156,verfahren,5,0.402101,0.421404,1.936119,8,0
1157,zivilisation,8,0.195472,0.198262,0,31,0
1158,bisher,0,0,0,0,19,24
1159,unterstützung,4,0.447196,0.46334,4.2157,1,0
1160,menge,7,0.309832,0.317785,0,15,0
1161,fünfundneunzig,4,0.475646,0.48598,0,0,0
1162,gesundheit,7,0.31245,0.320294,0,15,0
1163,verhindern,6,0.342298,0.356599,0,3,0
1164,kreieren,6,0.328528,0.340051,0,3,0
1165,regeln,6,0.361157,0.378878,0,3,0
1166,net,6,0.414464,0.434677,0,21,0
1167,lichtgeschwindigkeit,7,0.293106,0.300596,0,19,0
1168,wieso,4,0.466602,0.477795,0.090909,0,0
1169,wann,6,0.415078,0.435272,0,15,0
1170,gelass,6,0.414376,0.434422,0,15,0
1171,stimmen,6,0.414376,0.434422,0,15,0
1172,begeben,4,0.477307,0.489289,1129.527158,0,0
1173,malaysia,4,0.470965,0.481452,0,0,0
1174,transhumanismus,4,0.470733,0.48093,0,0,0
1175,sagt,6,0.421234,0.441063,0,6,0
1176,abgeben,6,0.414376,0.434422,0,15,0
1177,fünfte,6,0.414376,0.434422,0,15,0
1178,schwachsinn,6,0.414376,0.434422,0,15,0
1179,eröffnen,4,0.469578,0.481801,19.958439,3,0
1180,besser,4,0.466374,0.476924,0,0,0
1181,help,4,0.466602,0.478492,35.893722,0,0
1182,need,6,0.414376,0.434422,0,15,0
1183,or,6,0.415783,0.435952,0,3,0
1184,why,4,0.469348,0.481278,9.371072,0,0
1185,fünfzig,6,0.414376,0.434422,0,15,0
